cusip,price,coupon,maturity,ytm,sector,rating,state,lastTraded,ed,md,ytw
870462SM1,106.702,3,8/1/23,5,Local GO,A,CA,2/1/17,5.149,5.075,1.731
870462SN9,107.263,3,8/1/24,6,Local GO,A,CA,11/30/16,5.998,5.904,1.821
870462SP4,107.71,3,8/1/25,7,Local GO,A,CA,10/5/17,6.828,6.711,1.901
870462SR0,112.988,4,8/1/27,9,Local GO,A,CA,12/22/16,7.168,6.866,2.231
870462SS8,103.48,3,8/1/28,10,Local GO,A,CA,5/25/16,8.473,7.061,2.52
870462ST6,102.67,3,8/1/29,11,Local GO,A,CA,3/29/17,9.112,7.053,2.63
871683CL0,116.074,5,5/1/23,5,Lease Appropriation,AA,NY,4/6/17,4.749,4.702,1.813
871683CM8,118.41,5,5/1/24,6,Lease Appropriation,AA,NY,4/13/17,5.537,5.477,1.892
871683CN6,120.452,5,5/1/25,7,Lease Appropriation,AA,NY,4/6/17,6.298,6.222,1.982
871683CP1,122.171,5,5/1/26,8,Lease Appropriation,AA,NY,4/6/17,7.033,6.938,2.082
871683CQ9,123.733,5,5/1/27,9,Lease Appropriation,AA,NY,4/6/17,7.744,7.627,2.171
873519PD8,122.874,5,1/1/28,10,Electric Revs,AA-,WA,8/16/17,7.53,7.445,2.181
873519PL0,117.439,5,1/1/42,24,Electric Revs,AA-,WA,8/16/17,9.016,7.384,2.791
874160KG8,100.858,2,12/15/20,2,Local GO,AA,MD,9/13/17,2.844,2.839,1.699
87515EAY0,112.607,5,11/15/25,7,Health Care,AA,FL,4/4/17,3.961,3.929,1.963
87515EBC7,113.161,5,11/15/24,6,Health Care,AA,FL,12/15/17,3.964,3.932,1.84
875290WW4,111.285,5,10/1/29,11,Water & Sewer,AA+,FL,8/18/17,3.443,3.395,1.854
875301FP3,117.288,5,7/1/47,29,Toll Roads,A+,FL,11/7/17,10.007,7.71,2.901
875301FR9,104.876,5,7/1/19,1,Toll Roads,A+,FL,12/7/17,1.436,1.433,1.652
875301FU2,113.422,5,7/1/22,4,Toll Roads,A+,FL,12/7/17,4.068,4.058,1.864
875301GM9,117.764,5,7/1/48,30,Toll Roads,A+,FL,12/7/17,11.061,8.352,3.011
87638QFJ3,102.095,4,11/15/18,0,Health Care,A,TX,5/8/17,0.842,0.837,1.516
87638QGG8,116.022,5,8/15/23,5,Health Care,A,TX,2/6/17,4.974,4.879,1.966
87638QGH6,116.13,5,8/15/24,6,Health Care,A,TX,2/22/17,4.975,4.88,1.947
87638QKJ7,116.969,5,12/1/23,5,Health Care,AA,TX,8/2/16,5.208,5.172,1.94
87638QKL2,116.886,5,12/1/25,7,Health Care,AA,TX,12/21/16,5.208,5.171,1.954
87638QNU9,102.095,4,11/15/18,0,Health Care,A,TX,2/1/17,0.842,0.837,1.516
87638QNW5,109.061,5,11/15/20,2,Health Care,A,TX,8/31/16,2.682,2.662,1.73
87638QPD5,119.763,5,11/15/27,9,Health Care,A,TX,9/13/16,7.069,6.95,2.377
87638QPE3,119.157,5,11/15/28,10,Health Care,A,TX,6/8/17,7.116,6.943,2.45
87638QPK9,95.481,3,11/15/33,15,Health Care,A,TX,4/12/16,12.211,12.377,3.37
87638QPP8,114.588,5,11/15/45,27,Health Care,A,TX,9/18/17,9.503,6.893,3.011
876443PB2,115.486,5,3/1/23,5,Water & Sewer,AA+,TX,4/7/16,4.614,4.537,1.833
876443PC0,117.888,5,3/1/24,6,Water & Sewer,AA+,TX,4/7/16,5.406,5.312,1.902
876487LH0,101.878,2,2/1/24,6,Local GO,AA,NY,8/30/17,5.713,5.649,1.673
8797092F9,102.791,2.5,7/1/21,3,Local GO,AA+,AZ,9/14/17,3.333,3.328,1.671
8797093D3,101.244,2,7/1/22,4,State GO,AA+,AZ,6/6/16,4.279,4.271,1.71
8797093F8,100.424,2,7/1/24,6,State GO,AA+,AZ,6/6/16,6.075,6.051,1.93
879709Z63,104.472,3,7/1/21,3,Local GO,AA+,AZ,11/22/17,3.311,3.305,1.672
880541WP8,117.315,5,8/1/23,5,State GO,,TN,7/27/16,4.952,4.852,1.723
8821354C7,108.899,5.5,5/15/23,5,PRE/ETM,AAA,TX,3/17/16,2.229,2.211,1.628
8821357W0,116.463,5,5/15/23,5,Higher Ed-Public,AAA,TX,9/20/16,4.782,4.743,1.763
8827227M7,112.612,5,4/1/28,10,State GO,AAA,TX,5/6/16,3.863,3.81,1.884
8827234Z9,117.827,5,4/1/40,22,State GO,AAA,TX,10/19/16,8.375,6.811,2.581
8827236X2,124.193,5,10/1/29,11,State GO,AAA,TX,7/14/17,8.108,7.879,2.221
882723U98,117.272,5,10/1/23,5,State GO,AAA,TX,11/29/16,5.082,5.013,1.813
88278PYD0,117.357,5,3/15/24,6,Higher Ed-Public,AA,TX,1/6/17,5.432,5.345,2.002
88278PYE8,119.823,5,3/15/25,7,Higher Ed-Public,AA,TX,7/11/17,6.199,6.093,2.022
88278PYJ7,122.228,5,3/15/29,11,Higher Ed-Public,AA,TX,5/19/17,7.7,7.487,2.301
882806BR2,110.544,5,8/15/27,9,Higher Ed-Public,,TX,1/2/18,3.33,3.266,1.954
882806BU5,110.728,5,8/15/30,12,Higher Ed-Public,,TX,8/17/17,3.335,3.268,1.904
882806GM8,117.452,5,2/15/24,6,Higher Ed-Public,,TX,1/31/17,5.369,5.265,1.952
882806GN6,119.247,5,2/15/25,7,Higher Ed-Public,,TX,1/31/17,6.132,6.007,2.072
882806GZ9,107.249,4,2/15/36,18,Higher Ed-Public,,TX,1/31/17,10.821,7.547,3.08
88283LKE5,104.635,3,10/1/21,3,Transportation,,TX,1/3/18,3.537,3.506,1.712
88283LKH8,119.69,5,10/1/24,6,Sales Tax,,TX,6/15/17,5.86,5.775,1.872
882854B84,119.242,5,10/15/47,29,Water & Sewer,,TX,11/17/17,9.926,7.854,2.741
882854WY4,116.465,5,10/15/45,27,Water & Sewer,,TX,3/21/17,8.343,6.491,2.641
882854XK3,105.912,3,4/15/23,5,Water & Sewer,,TX,10/31/16,4.892,4.851,1.818
882854ZL9,99.711,1.5,4/15/20,2,Water & Sewer,,TX,9/27/17,2.223,2.214,1.63
882854ZU9,122.66,5,4/15/26,8,Water & Sewer,,TX,9/27/17,7.007,6.9,2.012
882854ZV7,124.295,5,4/15/27,9,Water & Sewer,,TX,9/27/17,7.72,7.591,2.101
882854ZX3,124.677,5,4/15/28,10,Water & Sewer,,TX,11/20/17,8.075,7.923,2.181
886640HG9,114.402,5,12/1/24,6,Health Care,AA-,GA,5/10/17,4.409,4.382,1.905
89012RDX4,101.376,3,12/1/18,0,Local GO,AA,NJ,10/31/17,0.886,0.883,1.45
89012RET2,102.822,3,11/15/29,11,Local GO,AA,NJ,11/18/16,9.426,7.723,2.64
89012REU9,102.424,3,11/15/30,12,Local GO,AA,NJ,4/17/17,10.084,7.718,2.69
89012REV7,101.87,3,11/15/31,13,Local GO,AA,NJ,11/18/16,10.655,7.712,2.76
8913812C8,95.354,2,8/1/28,10,Local GO,AA,CA,8/3/16,9.506,9.342,2.503
8913812K0,102.355,3,8/1/31,13,Local GO,AA,CA,8/3/16,10.375,7.433,2.69
891381Z65,101.517,2,8/1/21,3,Local GO,AA,CA,8/3/16,3.435,3.403,1.561
891381Z81,101.798,2,8/1/23,5,Local GO,AA,CA,8/3/16,5.265,5.208,1.66
89453PUW7,98.979,2,3/1/26,8,Local GO,AAA,TX,4/20/16,7.527,7.423,2.137
89453PYY9,102.978,2.5,3/1/26,8,Local GO,AAA,TX,4/19/17,7.409,7.296,2.1
89602N3B8,117.194,5,11/15/40,22,Toll Roads,AA-/A+,NY,5/23/16,7.442,6.229,2.432
89602N3N2,102.266,2.25,11/15/22,4,Toll Roads,AA-/A+,NY,12/20/17,4.595,4.573,1.761
89602N4D3,122.498,5,11/15/27,9,PRE/ETM,AA-/A+,NY,10/11/17,6.707,6.632,1.902
89602N5A8,117.682,5,11/15/23,5,Toll Roads,AA-/A+,NY,1/22/16,5.179,5.134,1.803
89602N5C4,122.091,5,11/15/25,7,Toll Roads,AA-/A+,NY,4/4/17,6.704,6.628,1.952
89602N5E0,122.524,5,11/15/27,9,Toll Roads,AA-/A+,NY,2/4/16,7.088,6.979,2.052
89602N5L4,101.776,3,11/15/34,16,Toll Roads,AA-/A+,NY,5/17/16,11.816,7.328,2.76
89602N5M2,101.552,3,11/15/35,17,Toll Roads,AA-/A+,NY,11/3/16,12.207,7.325,2.79
89602N5P5,117.409,5,11/15/41,23,Toll Roads,AA-/A+,NY,10/13/17,8.407,6.925,2.661
89602N6S8,120.026,5,11/15/24,6,Transportation,AA-/A+,NY,10/26/17,5.954,5.896,1.872
89602N6W9,103.046,3,11/15/30,12,Transportation,AA-/A+,NY,1/13/17,10.121,8.104,2.63
89602N7A6,103.945,3.375,11/15/36,18,Transportation,AA-/A+,NY,1/19/17,12.106,7.974,2.89
89602N7C2,118.976,5,11/15/42,24,Toll Roads,AA-/A+,NY,10/25/17,9.378,7.608,2.691
89602N7D0,118.431,5,11/15/47,29,Toll Roads,AA-/A+,NY,8/10/17,9.97,7.601,2.751
89602N7G3,127.775,5,11/15/28,10,Toll Roads,AA-/A+,NY,1/25/17,8.814,8.679,2.121
89602N7U2,122.091,5,11/15/25,7,Transportation,AA-/A+,NY,1/13/17,6.704,6.628,1.952
89602NB37,115.039,5,11/15/25,7,Toll Roads,AA-/A+,NY,10/2/17,4.377,4.343,1.753
89602NC36,99.927,1.5,11/15/19,1,Toll Roads,AA-/A+,NY,1/4/16,1.821,1.817,1.54
89602NE83,116.242,5,11/15/24,6,Toll Roads,AA-/A+,NY,4/17/17,4.781,4.741,1.803
89602NH31,115.819,5,11/15/26,8,Toll Roads,AA-/A+,NY,11/23/16,4.779,4.738,1.879
89602NH56,115.579,5,11/15/28,10,Toll Roads,AA-/A+,NY,1/3/18,4.787,4.737,1.923
89602NWR1,112.673,5,1/1/25,7,PRE/ETM,AA-/A+,NY,5/2/17,3.654,3.647,1.694
89602NWT7,112.673,5,1/1/26,8,PRE/ETM,AA-/A+,NY,8/11/17,3.654,3.647,1.694
89602NZL1,114.638,5,11/15/29,11,Transportation,AA-/A+,NY,8/22/16,4.392,4.34,1.833
89602NZM9,114.588,5,11/15/30,12,Transportation,AA-/A+,NY,8/16/17,4.397,4.34,1.843
89602RCD5,107.529,3,11/15/25,7,Toll Roads,AA-/A+,NY,11/9/17,7.063,6.993,1.961
89602RCH6,125.674,5,11/15/27,9,Toll Roads,AA-/A+,NY,11/9/17,8.13,8.015,2.101
89602RCJ2,116.82,4,11/15/27,9,Toll Roads,AA-/A+,NY,11/9/17,8.372,8.256,2.101
89602RCK9,127.775,5,11/15/28,10,Toll Roads,AA-/A+,NY,11/17/17,8.814,8.679,2.121
89602RCL7,119.864,5,11/15/42,24,Toll Roads,AA-/A+,NY,11/9/17,9.674,7.942,2.691
89658HUG3,100.784,2,8/1/22,4,Water & Sewer,,TX,12/20/17,4.353,4.309,1.82
89658HUM0,104.54,3,8/1/21,3,Water & Sewer,,TX,10/17/17,3.386,3.341,1.682
89658HUR9,106.102,3,8/1/23,5,Water & Sewer,,TX,12/13/17,5.145,5.071,1.841
89658HUS7,117.199,5,8/1/23,5,Water & Sewer,,TX,5/4/17,4.951,4.851,1.743
89658HUT5,106.625,3,8/1/24,6,Water & Sewer,,TX,8/11/17,5.993,5.899,1.921
89658HUV0,107.127,3,8/1/25,7,Water & Sewer,,TX,1/5/18,6.824,6.705,1.981
89658HUX6,107.178,3,8/1/26,8,Water & Sewer,,TX,12/11/17,7.631,7.486,2.08
89658HVA5,115.626,4,8/1/27,9,Water & Sewer,,TX,8/25/17,8.15,7.96,2.181
89658HVC1,123.725,5,8/1/28,10,Water & Sewer,,TX,11/8/17,7.938,7.713,2.231
89658HVD9,123.048,5,8/1/29,11,Water & Sewer,,TX,9/15/17,7.982,7.705,2.301
898797CD5,103.171,2.5,7/1/22,4,Water & Sewer,AA,AZ,4/13/16,4.24,4.231,1.761
898797EC5,118.937,5,7/1/24,6,Water & Sewer,AA,AZ,6/16/17,5.665,5.643,1.882
898797ED3,120.81,5,7/1/25,7,Water & Sewer,AA,AZ,10/24/17,6.422,6.386,1.992
898797EE1,122.581,5,7/1/26,8,Water & Sewer,AA,AZ,10/31/17,7.153,7.103,2.082
898797EG6,123.636,5,7/1/28,10,Water & Sewer,AA,AZ,8/29/17,7.879,7.787,2.221
898797EN1,120.693,5,7/1/34,16,Water & Sewer,AA,AZ,6/16/17,8.547,7.752,2.531
899525RU5,100.501,2,1/1/19,1,Local GO,AA-,OK,8/25/17,0.969,0.968,1.483
899525SS9,100.651,2,8/1/21,3,Local GO,AA-,OK,7/8/16,3.433,3.398,1.81
899525SV2,100.638,2,3/1/21,3,Local GO,AA-,OK,10/24/17,3.044,3.018,1.79
899525SW0,104.401,3,3/1/22,4,Local GO,AA-,OK,8/24/17,3.908,3.861,1.891
899559PR3,100.498,2,4/1/21,3,Local GO,AA-,OK,3/14/17,3.122,3.1,1.84
899645ZQ1,105.054,3,3/1/22,4,Local GO,AA,OK,1/26/17,3.909,3.865,1.731
899645ZR9,105.766,3,3/1/23,5,Local GO,AA,OK,1/26/17,4.786,4.729,1.821
900190GS2,118.237,5,1/1/24,6,Electric Revs,A+,CA,2/4/16,5.28,5.262,1.773
900190HD4,103.484,5,1/1/19,1,Electric Revs,A+,CA,6/12/17,0.963,0.962,1.409
900190HJ1,118.237,5,1/1/24,6,Electric Revs,A+,CA,9/23/16,5.28,5.262,1.773
900190HK8,120.523,5,1/1/25,7,Electric Revs,A+,CA,1/4/18,6.051,6.024,1.852
900190HL6,122.508,5,1/1/26,8,Electric Revs,A+,CA,7/18/17,6.798,6.756,1.942
900190HX0,117.352,5,1/1/41,23,Electric Revs,A+,CA,12/21/17,8.865,7.383,2.801
900190HY8,116.575,5,1/1/46,28,Electric Revs,A+,CA,12/19/17,9.723,7.374,2.891
90059RAG6,117.479,5,8/1/24,6,Local GO,A+,AL,8/15/17,5.718,5.594,2.132
90059RAV3,116.886,5,8/1/41,23,Local GO,A+,AL,9/19/17,8.705,6.975,2.771
90059RAX9,116.385,5,8/1/46,28,Local GO,A+,AL,2/10/17,9.294,6.969,2.832
900680BG3,116.362,5,2/1/43,25,Local GO,A+,AL,12/12/17,9.468,7.296,2.931
901072GA0,119.771,5,6/1/24,6,Local GO,AA,CA,11/1/17,5.609,5.569,1.722
901072HN1,124.378,5,8/1/26,8,Local GO,AA,CA,10/20/17,7.23,7.061,1.902
901072HP6,124.022,5,8/1/27,9,Local GO,AA,CA,11/29/16,7.239,7.057,1.942
90171TBV1,119.574,5,8/1/24,6,Local GO,A+,CA,1/10/17,5.733,5.612,1.822
90171TBZ2,121.472,5,8/1/28,10,Local GO,A+,CA,10/6/17,7.259,7.028,2.231
903766G80,101.019,2,11/15/21,3,Local GO,AA-,NY,11/1/16,3.701,3.686,1.725
903766G98,100.924,2,11/15/22,4,Local GO,AA-,NY,11/1/16,4.617,4.596,1.8
903766H22,100.916,2,11/15/23,5,Local GO,AA-,NY,11/1/16,5.519,5.488,1.834
903766H30,100.96,2,11/15/24,6,Local GO,AA-,NY,11/4/16,6.409,6.363,1.85
906347VB2,110.455,4,11/1/24,6,Local GO,AA-,NJ,8/3/16,6.033,5.968,2.331
90634PCV9,103.928,3,3/1/21,3,Local GO,AA+,NJ,10/16/17,3.007,2.974,1.712
90634PCX5,105.917,3,3/1/23,5,Local GO,AA+,NJ,5/18/17,4.787,4.73,1.791
90634PGT0,103.309,3.25,3/1/20,2,Local GO,AA+,NJ,8/18/17,2.077,2.053,1.674
90634PHV4,103.928,3,3/1/21,3,Local GO,AA+,NJ,7/7/16,3.007,2.974,1.712
90634PHW2,104.972,3,3/1/22,4,Local GO,AA+,NJ,8/31/17,3.909,3.864,1.751
90634PJX8,100.918,2,2/15/24,6,Local GO,AA+,NJ,8/4/16,5.743,5.68,1.84
90634PKG3,100.597,2,3/1/19,1,Local GO,AA+,NJ,2/17/17,1.132,1.124,1.473
90634PKL2,100.634,2,3/1/23,5,Local GO,AA+,NJ,3/21/17,4.883,4.839,1.87
90634PKM0,100.982,2,3/1/24,6,Local GO,AA+,NJ,1/31/17,5.783,5.725,1.83
90634PKQ1,96.174,2,3/1/27,9,Local GO,AA+,NJ,11/7/16,8.346,8.224,2.47
90634PKS7,93.394,2,3/1/29,11,Local GO,AA+,NJ,8/24/16,9.974,9.793,2.69
90634PKW8,100.597,2,3/1/19,1,Local GO,AA+,NJ,3/15/17,1.132,1.124,1.473
90634PMR7,101.544,2.5,12/1/27,9,Local GO,AA+,NJ,12/6/17,8.827,8.716,2.324
906459FD9,100.589,4,4/1/18,0,Higher Ed-Public,AA,PA,2/9/16,0.231,0.229,1.422
906459FE7,102.96,4,4/1/19,1,Higher Ed-Private,AA,PA,8/4/17,1.206,1.193,1.56
913366GQ7,100.603,3,5/15/18,0,Health Care,AA-,CA,2/17/17,0.352,0.351,1.277
913366GS3,105.767,4,5/15/20,2,Health Care,AA-,CA,12/13/17,2.256,2.243,1.496
913366GV6,117.132,5,5/15/23,5,Health Care,AA-,CA,12/14/17,4.786,4.748,1.643
913366GW4,119.774,5,5/15/24,6,Health Care,AA-,CA,3/20/17,5.576,5.526,1.702
913366GX2,115.15,4,5/15/25,7,Health Care,AA-,CA,8/29/17,6.49,6.427,1.791
913366GZ7,121.924,5,5/15/27,9,Health Care,AA-,CA,12/21/16,7.069,6.973,2.122
913366HD5,95.658,2.5,5/15/31,13,Health Care,AA-,CA,8/30/16,11.208,11.177,2.894
913366HK9,116.352,5,5/15/41,23,Health Care,AA-,CA,11/20/17,8.727,6.913,2.791
914023JC1,106.262,5,1/1/24,6,Higher Ed-Public,A,OH,6/14/16,1.898,1.894,1.768
914023JZ0,102.332,4,1/1/19,1,Higher Ed-Public,A,OH,6/6/16,0.964,0.963,1.593
914023KD7,113.834,5,1/1/23,5,Higher Ed-Public,A,OH,8/11/17,4.471,4.459,2.063
914023KE5,115.961,5,1/1/24,6,Higher Ed-Public,A,OH,7/26/17,5.264,5.245,2.142
914023KH8,117.801,5,1/1/27,9,Higher Ed-Public,A,OH,10/31/17,6.046,6,2.232
914023KJ4,117.378,5,1/1/28,10,Higher Ed-Public,A,OH,6/28/17,6.074,5.996,2.292
914026SR1,120.887,5,7/1/25,7,Higher Ed-Public,,AL,9/29/17,6.422,6.387,1.982
914026SU4,123.636,5,7/1/28,10,Higher Ed-Public,,AL,10/17/17,7.879,7.787,2.221
914026TA7,99.1,3,7/1/34,16,Higher Ed-Public,,AL,8/17/17,12.21,12.898,3.07
914072B44,117.57,5,11/1/23,5,Higher Ed-Public,AA-,AR,3/11/16,5.148,5.096,1.803
914072N58,100.674,2,11/1/19,1,Higher Ed-Public,AA-,AR,7/13/17,1.778,1.77,1.621
914072R47,118.845,5,11/1/42,24,Higher Ed-Public,AA-,AR,7/13/17,9.708,7.891,2.791
914072R96,118.28,5,11/1/47,29,Higher Ed-Public,AA-,AR,11/15/17,10.169,7.884,2.851
914119A85,115.529,5,6/1/39,21,Higher Ed-Public,AA-,OH,1/8/16,7.048,5.899,2.532
914119F64,116.43,5,6/1/41,23,Higher Ed-Public,AA-,OH,3/16/17,8.629,6.957,2.791
914119F72,115.62,5,6/1/46,28,Higher Ed-Public,AA-,OH,4/5/17,9.214,6.948,2.891
914119F98,117.423,5,6/1/45,27,Higher Ed-Public,AA-,OH,11/2/17,9.899,7.632,2.871
914119G63,120.517,5,6/1/25,7,Higher Ed-Public,AA-,OH,6/27/17,6.359,6.303,2.002
914119G71,121.946,5,6/1/26,8,Higher Ed-Public,AA-,OH,5/11/17,7.09,7.016,2.132
914119G89,123.257,5,6/1/27,9,Higher Ed-Public,AA-,OH,5/11/17,7.795,7.702,2.241
914119H39,101.062,3,6/1/30,12,Higher Ed-Public,AA-,OH,5/25/17,10.041,8.125,2.87
914119PL0,104.744,5,6/1/19,1,Higher Ed-Public,AA-,OH,5/30/17,1.359,1.351,1.553
914119PR7,106.174,5,6/1/24,6,Higher Ed-Public,AA-,OH,11/16/16,1.822,1.813,1.679
914119VB5,101.395,5,6/1/18,0,Higher Ed-Public,AA-,OH,11/29/16,0.396,0.394,1.46
914119VE9,104.744,5,6/1/19,1,Higher Ed-Public,AA-,OH,2/7/17,1.359,1.351,1.553
914119ZE5,117.651,5,6/1/26,8,Higher Ed-Public,AA-,OH,10/25/16,5.599,5.552,2.042
91412G2H7,96.988,3,5/15/37,19,Higher Ed-Public,AA,CA,11/9/17,13.634,14.439,3.21
91412G2K0,118.976,5,5/15/42,24,Higher Ed-Public,AA,CA,12/5/17,9.168,7.608,2.691
91412G2L8,118.25,5,5/15/47,29,Higher Ed-Public,,CA,1/3/18,9.957,7.599,2.771
91412G3C7,106.029,3,5/15/22,4,Higher Ed-Public,AA,CA,12/13/17,4.094,4.073,1.562
91412G3L7,123.252,5,5/15/30,12,Higher Ed-Public,,CA,1/3/18,7.891,7.659,2.231
91412GDG7,103.422,3,5/15/20,2,Higher Ed-Public,AA,CA,5/3/17,2.275,2.264,1.513
91412GG58,114.04,4,5/15/24,6,Higher Ed-Public,AA,CA,1/30/17,5.696,5.649,1.662
91412GG66,122.313,5,5/15/25,7,Higher Ed-Public,AA,CA,1/10/17,6.342,6.277,1.752
91412GG82,123.474,5,5/15/27,9,Higher Ed-Public,AA,CA,2/28/17,7.081,6.989,1.942
91412GH99,98.744,3,5/15/36,18,Higher Ed-Public,AA,CA,6/28/16,12.838,13.936,3.09
91412GJ22,117.983,5,5/15/41,23,Higher Ed-Public,AA,CA,4/24/17,8.445,6.931,2.591
91412GJ30,117.409,5,5/15/46,28,Higher Ed-Public,AA,CA,5/19/17,9.063,6.925,2.661
91412GN84,103.422,3,5/15/20,2,Higher Ed-Public,AA,CA,8/12/16,2.275,2.264,1.513
91412GP25,105.855,3,5/15/22,4,Higher Ed-Public,AA,CA,12/22/16,4.094,4.072,1.602
91412GP41,113.652,4,5/15/24,6,Higher Ed-Public,AA,CA,11/3/17,5.693,5.646,1.722
91412GP66,116.053,4,5/15/26,8,Higher Ed-Public,AA,CA,11/10/17,7.262,7.179,1.911
91412GQ81,107.946,4,5/15/36,18,Higher Ed-Public,AA,CA,12/29/16,10.167,7.094,2.921
91412GRA5,116.63,5,5/15/26,8,Higher Ed-Public,AA,CA,10/30/17,4.783,4.744,1.733
91412GV85,120.04,5,5/15/24,6,Higher Ed-Public,AA,CA,5/5/17,5.578,5.528,1.663
91412GV93,122.313,5,5/15/25,7,Higher Ed-Public,AA,CA,5/5/17,6.342,6.277,1.752
91412GVL6,100.593,3,5/15/18,0,Higher Ed-Public,AA,CA,5/19/16,0.352,0.35,1.306
91412GVN2,101.218,2,5/15/20,2,Higher Ed-Public,AA,CA,5/18/17,2.294,2.287,1.471
91412GVP7,104.844,3,5/15/21,3,Higher Ed-Public,AA,CA,3/20/17,3.197,3.182,1.512
91412GVR3,117.356,5,5/15/23,5,Higher Ed-Public,AA,CA,12/9/16,4.788,4.749,1.603
91412GW35,126.041,5,5/15/27,9,Higher Ed-Public,AA,CA,5/5/17,7.795,7.691,1.942
91412GW84,122.119,5,5/15/32,14,Higher Ed-Public,AA,CA,5/5/17,8.122,7.646,2.351
91412GX75,119.707,5,5/15/42,24,Higher Ed-Public,AA,CA,10/31/17,9.139,7.617,2.611
91412GX83,122.419,5.25,5/15/42,24,Higher Ed-Public,AA,CA,5/5/17,8.851,7.573,2.541
91412GY33,122.021,5.25,5/15/47,29,Higher Ed-Public,AA,CA,6/7/17,9.382,7.569,2.584
91412GY74,103.422,3,5/15/20,2,Higher Ed-Public,AA,CA,9/20/17,2.276,2.264,1.513
91412GY82,104.711,3,5/15/21,3,Higher Ed-Public,AA,CA,9/20/17,3.198,3.181,1.552
91412GY90,105.855,3,5/15/22,4,Higher Ed-Public,AA,CA,9/20/17,4.096,4.072,1.602
91412GYG4,117.076,5,5/15/23,5,Higher Ed-Public,AA,CA,6/13/16,4.786,4.747,1.653
91412GYV1,116.317,5,5/15/40,22,Higher Ed-Public,AA,CA,4/14/16,7.47,6.221,2.552
91412GZ32,113.652,4,5/15/24,6,Higher Ed-Public,AA,CA,9/20/17,5.695,5.646,1.722
91412GZ40,121.851,5,5/15/25,7,Higher Ed-Public,AA,CA,9/20/17,6.34,6.272,1.812
91412GZ57,123.735,5,5/15/26,8,Higher Ed-Public,AA,CA,9/20/17,7.078,6.991,1.912
91412GZ65,125.071,5,5/15/27,9,Higher Ed-Public,AA,CA,9/20/17,7.787,7.68,2.041
91412GZ73,124.397,5,5/15/28,10,Higher Ed-Public,AA,CA,9/20/17,7.804,7.673,2.111
91412GZA6,104.69,5,5/15/19,1,Higher Ed-Public,AA,CA,10/17/17,1.317,1.308,1.484
91412GZE8,121.851,5,5/15/25,7,Higher Ed-Public,AA,CA,8/22/17,6.338,6.272,1.812
91417KB42,119.038,5,6/1/27,9,PRE/ETM,AA+,CO,7/21/17,5.604,5.563,1.832
91417KG70,105.434,3,6/1/22,4,Higher Ed-Public,AA+,CO,12/11/17,4.131,4.113,1.712
91417KLW9,103.401,4,6/1/19,1,Higher Ed-Public,AA+,CO,1/4/18,1.364,1.358,1.53
91417KN80,99.507,1.5,6/1/21,3,Higher Ed-Public,AA+,CO,5/5/16,3.301,3.293,1.65
91417KN98,103.328,2.5,6/1/22,4,Higher Ed-Public,AA+,CO,5/5/16,4.166,4.15,1.711
91417KP21,97.798,1.5,6/1/23,5,Higher Ed-Public,AA+,CO,8/1/17,5.165,5.144,1.931
91417KQ95,117.411,5,6/1/41,23,Higher Ed-Public,AA+,CO,5/5/16,8.433,6.968,2.671
91417KQK0,101.022,4,6/1/18,0,Higher Ed-Public,AA+,CO,3/16/17,0.396,0.394,1.407
91417KR94,116.594,5,6/1/23,5,Higher Ed-Public,AA+,CO,2/23/17,4.818,4.787,1.763
91417KRR4,100.439,2.5,6/1/18,0,Higher Ed-Public,AA+,CO,2/28/17,0.395,0.394,1.385
91417KRS2,104.773,5,6/1/19,1,Higher Ed-Public,AA+,CO,1/3/18,1.359,1.352,1.533
91417KS51,97.918,2.25,6/1/27,9,Higher Ed-Public,AA+,CO,10/10/17,8.444,8.387,2.5
91417KS69,98.554,2.5,6/1/28,10,Higher Ed-Public,AA+,CO,11/13/17,9.053,9.065,2.66
91417KS77,99.804,2.75,6/1/29,11,Higher Ed-Public,AA+,CO,11/29/17,9.496,9.698,2.77
91417KT92,100.633,3,6/1/18,0,Higher Ed-Public,AA+,CO,6/8/17,0.396,0.394,1.393
91417KTN1,101.411,5,6/1/18,0,Higher Ed-Public,AA+,CO,8/5/16,0.396,0.394,1.42
91417KTP6,104.773,5,6/1/19,1,Higher Ed-Public,AA+,CO,3/16/17,1.359,1.352,1.533
91417KU41,100.478,2,6/1/24,6,Higher Ed-Public,AA+,CO,5/24/17,6.002,5.969,1.92
91417KUN9,104.773,5,6/1/19,1,Higher Ed-Public,AA+,CO,9/19/17,1.359,1.352,1.533
91417KUP4,100.934,2,6/1/20,2,Higher Ed-Public,AA+,CO,6/16/17,2.336,2.33,1.601
91417KW80,120.669,5,6/1/25,7,Higher Ed-Public,,CO,1/3/18,6.36,6.304,1.982
914183AL2,114.795,5,11/15/27,9,Health Care,AA-,CO,9/28/17,4.376,4.341,1.802
914225GC5,112.266,5,11/15/26,8,Higher Ed-Public,AA-/A,CT,9/21/16,4.365,4.324,2.313
9.14E+61,103.704,3,3/15/22,4,Higher Ed-Public,AA-/A,CT,4/21/16,3.937,3.895,2.071
9.14E+69,113.951,5,3/15/23,5,Higher Ed-Public,AA-/A,CT,12/27/16,4.636,4.563,2.143
9.14E+85,117.413,5,3/15/25,7,Higher Ed-Public,AA-/A,CT,11/8/16,6.179,6.07,2.352
